clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,FC,FD,FF,FS,G,I,PE,RB,DD,GS,SG,CA,CV,FT,DP,PP,GC,ano
276,São Paulo,2,Dúvida,4,mei,Hernanes,38648,5,-0.8,5.06,5,14.4,-2.49,16.89,1,2,6,5,4,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Vanderlei,62121,5,1.2,7.96,5,21.47,-2.15,23.619999999999997,NA,NA,NA,NA,2,NA,NA,4,NA,14,6,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Jean Mota,78548,5,0.7,1.14,5,7.4,-0.26,7.66,NA,7,2,3,4,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Luan,63219,5,3.4,3.02,4,7.21,-0.1,7.31,NA,8,NA,1,7,NA,NA,14,12,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,5,0,3.75,2,7.01,0,7.01,1,1,NA,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,Elias,54395,5,-2.8,3.26,5,10.12,-1.63,11.75,NA,7,2,2,4,1,NA,14,8,NA,NA,NA,NA,1,1,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,5,4.6,1.4,5,6.76,0.73,6.029999999999999,NA,5,1,2,2,NA,NA,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Patric,60969,5,-1.5,-1.5,1,3.28,-1.72,5,NA,1,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,5,-4,-1.5,2,2.55,-1.41,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Mancini,80124,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Jair,81091,5,0,3.07,3,7.2,0,7.2,NA,1,NA,NA,2,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,3,zag,Leonardo Silva,68925,5,-1.5,-0.75,2,4.19,-2.05,6.24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Carlos Cesar,61211,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,5,0.2,-0.53,3,2.85,0,2.85,NA,4,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,5,0,5.67,4,13.94,0,13.94,1,10,2,3,13,NA,NA,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,5,2,1.85,2,8.37,-0.18,8.549999999999999,NA,4,2,1,2,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,5,12.1,6.06,5,19.82,2.27,17.55,NA,4,5,6,3,3,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,1,gol,Fábio,37656,5,0,4,4,9.96,0,9.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,NA,NA,NA,1,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Lucas Cândido,84851,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Renê,78445,5,3.9,1.13,3,5.9,-0.12,6.0200000000000005,NA,2,1,NA,2,NA,NA,6,4,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,5,0.8,4.57,3,14.38,-2.53,16.91,NA,1,4,2,5,1,2,9,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Kannemann,87342,5,0,3.7,3,14.7,0,14.7,NA,9,NA,NA,4,1,NA,3,5,NA,NA,1,3,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Adilson,50307,5,0,2.13,3,6.16,-0.53,6.69,NA,1,NA,NA,3,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,5,6,5.8,4,12.48,-0.02,12.5,NA,1,NA,2,4,NA,NA,8,13,NA,NA,1,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Leandro Castan,38505,5,0,0,0,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,5,15,4.78,5,8.61,2.83,5.779999999999999,NA,NA,NA,NA,1,NA,NA,2,NA,7,4,3,2,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,5,10.2,8.42,4,12.78,1.51,11.27,1,1,1,NA,9,NA,NA,15,10,NA,NA,3,1,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,5,4.1,4.12,5,11.47,-0.54,12.010000000000002,NA,7,NA,1,5,NA,NA,9,7,NA,NA,3,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,2,lat,Fábio Santos,38229,5,0,2.85,4,10.4,0,10.4,NA,4,NA,1,5,1,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Pablo,69138,5,0,0,0,17,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Dedé,60819,5,0.8,6.02,5,14.94,-1.68,16.62,NA,5,NA,1,6,2,NA,14,8,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,5,10.5,6.46,5,16.97,1.94,15.03,NA,NA,2,1,4,3,NA,8,5,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Stockl,104088,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,5,1.6,2.65,4,4.75,-0.5,5.25,NA,1,NA,3,3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Guga,101319,5,0.3,5.88,5,8.54,-0.92,9.459999999999999,3,4,NA,1,4,NA,1,18,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,3,zag,Réver,52253,5,2.7,2.4,4,10.82,-0.33,11.15,NA,1,2,NA,1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,5,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Nathan,87009,5,0,4.77,3,5.78,0,5.78,NA,1,2,1,1,1,NA,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,5,0,-1.4,1,3.19,0,3.19,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,5,-0.8,2.52,4,8.96,-0.81,9.770000000000001,NA,2,NA,1,3,NA,1,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Michael,93659,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Leandrinho,91702,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,5,2.4,2.4,5,8.84,-0.19,9.03,NA,1,2,3,7,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Cleiton,93882,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Daniel,97349,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Chará,99891,5,10,4.94,5,11.5,1.91,9.59,NA,4,1,4,6,2,NA,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Marquinhos,98765,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Alerrandro,101715,5,0,0,1,3.66,0,3.66,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Martín Rea,103093,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Papagaio,102302,5,0,0,1,1.45,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Iago,97868,5,9.9,3.25,4,9.8,2.26,7.540000000000001,1,3,1,NA,1,NA,1,14,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,5,5,4.6,4,12.66,0.24,12.42,NA,5,NA,NA,2,NA,NA,2,13,NA,NA,1,2,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,5,4,3.9,5,4.89,0.34,4.55,NA,NA,NA,NA,1,NA,NA,NA,NA,8,5,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Raphael Lopes,105198,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,Nico López,84709,5,3.9,4.93,4,16.62,-0.68,17.3,NA,1,3,6,6,NA,NA,9,5,NA,NA,NA,1,NA,2,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Rodrigo Moledo,63354,5,5,4.68,5,7.09,-0.04,7.13,NA,1,1,1,1,1,NA,2,6,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Renan Guedes,104127,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Marquinhos Silva,38515,5,0,3.53,3,7.48,0,7.48,NA,2,NA,4,4,NA,NA,7,7,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,3,zag,Betão,37646,5,-1.8,1.16,5,2.32,-1.3,3.62,NA,5,NA,NA,6,NA,NA,9,6,NA,NA,1,3,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Igor Reis,104408,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hélio Júnior,104622,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,André Moritz,42208,5,0,1.13,3,3.64,0,3.64,NA,NA,1,3,2,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,5,3.6,3.55,2,2.93,0.44,2.49,NA,4,NA,NA,2,NA,1,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Matheus Barbosa,74069,5,-1.3,1.77,3,3.41,-1.1,4.51,NA,4,NA,2,1,NA,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,5,0,3.67,4,11.93,0,11.93,1,6,1,2,8,NA,NA,12,7,NA,NA,1,3,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Gabriel,104404,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Douglas,38738,5,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Ricardo Oliveira,38910,5,7.4,4.6,5,16.49,1.12,15.369999999999997,1,2,2,4,3,1,NA,7,2,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,5,0,0.5,2,2.69,0,2.69,NA,2,NA,2,2,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,5,5.9,2.1,5,4.06,1.17,2.8899999999999997,NA,8,1,3,8,NA,NA,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,5,0,1.7,1,4.35,0,4.35,NA,2,1,1,3,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Gegê,82474,5,4.8,2.25,2,2.61,0.74,1.8699999999999999,NA,5,2,NA,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,João Paulo,86770,5,3.5,1.78,5,4.88,0.62,4.26,NA,8,2,3,12,NA,NA,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Getúlio,90573,5,1.5,2.34,5,6.46,0.2,6.26,NA,4,2,1,6,NA,3,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Daniel Amorim,82880,5,8,4.07,3,7.38,1.71,5.67,NA,3,1,3,7,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,5,8.4,8.4,1,10.32,-0.68,11,NA,2,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Victor,52950,5,10.7,2.36,5,6.87,3.05,3.8200000000000003,NA,NA,NA,NA,NA,NA,NA,4,NA,9,6,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,5,1,3.16,5,6.67,-1.76,8.43,NA,NA,NA,NA,2,NA,NA,4,NA,6,5,2,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Rodriguinho,61033,5,0.6,2.77,4,5.37,-0.31,5.68,NA,3,1,1,7,1,1,8,4,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Gabriel Lima,98400,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Lourenço,99032,5,7,5.4,2,3.88,1.3,2.58,NA,NA,3,1,2,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Wesley,99462,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luan Pereira,99900,5,5.5,1.8,4,3.62,1.33,2.29,1,3,1,1,6,NA,NA,6,3,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Kunde,95476,5,0,-1,2,0.73,0,0.73,NA,3,NA,NA,NA,NA,NA,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Geninho,36886,5,3.38,2.64,5,5.56,0.36,5.199999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Caio Paulista,102318,5,1.8,1.8,1,1.95,-0.05,2,NA,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Dudu,104327,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Iury,101846,5,0,2.93,3,6.76,0,6.76,1,4,NA,NA,2,NA,NA,14,4,NA,NA,1,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Ricardo,101491,5,-1.2,1.3,2,3.08,-0.96,4.04,NA,2,NA,NA,1,NA,2,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Brizuela,104819,5,0,3.3,3,7.33,0,7.33,NA,2,NA,NA,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Rodrigo,104328,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Paulo André,37604,5,0,0.6,2,4.56,0,4.56,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Jonathan,37662,5,0,0.8,2,4.71,0,4.71,NA,3,1,NA,NA,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Nuno,104326,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,João Vitor,104329,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Camacho,68770,5,0,1.2,1,4.3,0,4.3,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Márcio Azevedo,42491,5,-1.2,3.05,4,4.57,-1.13,5.7,1,4,NA,NA,3,NA,NA,6,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,5,0,-0.45,4,1.04,0,1.04,NA,3,NA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Bergson,68696,5,3.6,2.1,4,5.26,0.37,4.89,NA,3,4,4,4,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,5,4.3,1.74,5,5.36,0.98,4.380000000000001,NA,4,3,5,7,NA,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,5,0,-1,1,2.08,0,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,5,0,3.42,4,7.27,0,7.27,NA,NA,NA,NA,1,NA,NA,6,NA,6,4,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Nilton,38573,5,-1.3,-0.17,3,3.23,-0.52,3.75,NA,5,NA,1,5,NA,NA,6,3,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Nikão,69705,5,0,7.2,4,19.7,0,19.7,1,3,4,3,7,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Ernando,49651,5,5.7,4.74,5,9.91,1.09,8.82,NA,2,NA,NA,2,1,NA,1,4,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,5,3.7,3.56,5,12.64,0.17,12.47,1,4,4,7,1,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,5,0,-3.9,1,3.76,0,3.76,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Elton,71719,5,0.7,1.82,4,4.88,-0.38,5.26,NA,12,NA,2,NA,NA,NA,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,5,2.3,1.9,4,5.87,0,5.87,NA,1,4,4,2,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jackson,70934,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Enderson Moreira,62137,5,3.76,3.78,5,10.4,0.11,10.290000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,5,0,5.33,3,11.64,0,11.64,NA,4,2,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,5,6.6,7.33,3,13.15,-0.48,13.63,1,9,1,3,1,NA,NA,7,11,NA,NA,1,1,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Clayton,81770,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
